Series_reference,Period,Reference_period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title
LASQ.SA1AZZ,1992.09,Quarterly,8461,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1992.12,Quarterly,17144,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1993.03,Quarterly,4597,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1993.06,Quarterly,19710,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1993.09,Quarterly,45352,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1993.12,Quarterly,1169,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1994.03,Quarterly,18706,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1994.06,Quarterly,40160,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1994.09,Quarterly,23436,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1994.12,Quarterly,13574,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1995.03,Quarterly,50695,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1995.06,Quarterly,63723,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1995.09,Quarterly,15663,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1995.12,Quarterly,41023,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1996.03,Quarterly,42041,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1996.06,Quarterly,11089,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1996.09,Quarterly,11198,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1996.12,Quarterly,5862,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1997.03,Quarterly,32828,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1997.06,Quarterly,40445,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1997.09,Quarterly,18114,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1997.12,Quarterly,16433,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1998.03,Quarterly,49611,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1998.06,Quarterly,50850,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1998.09,Quarterly,52386,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1998.12,Quarterly,69833,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1999.03,Quarterly,9407,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1999.06,Quarterly,28414,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1999.09,Quarterly,-20222,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,1999.12,Quarterly,60616,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2000.03,Quarterly,112330,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2000.06,Quarterly,88450,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2000.09,Quarterly,37188,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2000.12,Quarterly,50001,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2001.03,Quarterly,85424,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2001.06,Quarterly,58075,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2001.09,Quarterly,8262,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2001.12,Quarterly,19491,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2002.03,Quarterly,236046,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2002.06,Quarterly,84341,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2002.09,Quarterly,-35410,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2002.12,Quarterly,69311,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2003.03,Quarterly,108282,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2003.06,Quarterly,83179,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2003.09,Quarterly,12194,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2003.12,Quarterly,35307,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2004.03,Quarterly,138068,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2004.06,Quarterly,70340,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2004.09,Quarterly,-479,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2004.12,Quarterly,32488,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2005.03,Quarterly,88239,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2005.06,Quarterly,50706,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2005.09,Quarterly,-22196,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2005.12,Quarterly,18167,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2006.03,Quarterly,57992,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2006.06,Quarterly,20903,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2006.09,Quarterly,3117,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2006.12,Quarterly,6466,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2007.03,Quarterly,36786,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2007.06,Quarterly,383,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2007.09,Quarterly,-40582,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2007.12,Quarterly,-20500,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2008.03,Quarterly,12730,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2008.06,Quarterly,-49579,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2008.09,Quarterly,-134311,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2008.12,Quarterly,-92622,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2009.03,Quarterly,-52645,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2009.06,Quarterly,-101258,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2009.09,Quarterly,-63667,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2009.12,Quarterly,-72340,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2010.03,Quarterly,-47093,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2010.06,Quarterly,-6353,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2010.09,Quarterly,-108149,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2010.12,Quarterly,-223680,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2011.03,Quarterly,-126543,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2011.06,Quarterly,-100347,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2011.09,Quarterly,-190264,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2011.12,Quarterly,-226361,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2012.03,Quarterly,-18432,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2012.06,Quarterly,-218191,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2012.09,Quarterly,-170341,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2012.12,Quarterly,-186138,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2013.03,Quarterly,-8132,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2013.06,Quarterly,-122372,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2013.09,Quarterly,-114850,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2013.12,Quarterly,-92204,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2014.03,Quarterly,-92498,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2014.06,Quarterly,-65756,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2014.09,Quarterly,-231336,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2014.12,Quarterly,-145329,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2015.03,Quarterly,-75383,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2015.06,Quarterly,-169456,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2015.09,Quarterly,-191802,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2015.12,Quarterly,-60903,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2016.03,Quarterly,-96988,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2016.06,Quarterly,-144931,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2016.09,Quarterly,-139189,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2016.12,Quarterly,-112787,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2017.03,Quarterly,-51756,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2017.06,Quarterly,-163918,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2017.09,Quarterly,-203319,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2017.12,Quarterly,-74966,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2018.03,Quarterly,-103603,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2018.06,Quarterly,-72108,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2018.09,Quarterly,-100710,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2018.12,Quarterly,122532,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2019.03,Quarterly,-48763,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2019.06,Quarterly,-8124,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2019.09,Quarterly,-220912,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2019.12,Quarterly,-148163,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2020.03,Quarterly,-194672,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2020.06,Quarterly,-428928,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2020.09,Quarterly,-243076,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2020.12,Quarterly,-152063,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2021.03,Quarterly,-150133,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2021.06,Quarterly,-246994,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2021.09,Quarterly,-187572,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2021.12,Quarterly,-168159,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2022.03,Quarterly,-96211,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2022.06,Quarterly,-413843,Final,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2022.09,Quarterly,-329464,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2022.12,Quarterly,-426876,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2023.03,Quarterly,-397358,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2023.06,Quarterly,-647292,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2023.09,Quarterly,-483761,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2023.12,Quarterly,-530379,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2024.03,Quarterly,-349990,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2024.06,Quarterly,-598636,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2024.09,Quarterly,-472264,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SA1AZZ,2024.12,Quarterly,-440399,Provisional,Dollars,3,Local Authority Statistics - LAS,Surplus - Actual,Operating surplus/deficit excluding non-operating items
LASQ.SAEAAZ,1992.09,Quarterly,184383,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1992.12,Quarterly,207227,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1993.03,Quarterly,194775,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1993.06,Quarterly,205501,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1993.09,Quarterly,195160,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1993.12,Quarterly,210883,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1994.03,Quarterly,196253,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1994.06,Quarterly,211145,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1994.09,Quarterly,208542,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1994.12,Quarterly,207091,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1995.03,Quarterly,202428,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1995.06,Quarterly,207552,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1995.09,Quarterly,204599,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1995.12,Quarterly,209958,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1996.03,Quarterly,205250,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1996.06,Quarterly,219593,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1996.09,Quarterly,206879,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1996.12,Quarterly,214895,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1997.03,Quarterly,212534,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1997.06,Quarterly,220605,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1997.09,Quarterly,209305,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1997.12,Quarterly,216624,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1998.03,Quarterly,205512,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1998.06,Quarterly,217280,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1998.09,Quarterly,207912,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1998.12,Quarterly,218200,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1999.03,Quarterly,206919,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1999.06,Quarterly,216096,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1999.09,Quarterly,205383,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,1999.12,Quarterly,220408,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2000.03,Quarterly,201776,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2000.06,Quarterly,203285,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2000.09,Quarterly,198483,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2000.12,Quarterly,217764,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2001.03,Quarterly,205472,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2001.06,Quarterly,218012,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2001.09,Quarterly,211289,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2001.12,Quarterly,229292,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2002.03,Quarterly,215259,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2002.06,Quarterly,228070,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2002.09,Quarterly,224644,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2002.12,Quarterly,239437,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2003.03,Quarterly,230165,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2003.06,Quarterly,252532,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2003.09,Quarterly,242523,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2003.12,Quarterly,267833,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2004.03,Quarterly,249904,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2004.06,Quarterly,269299,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2004.09,Quarterly,266282,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2004.12,Quarterly,274589,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2005.03,Quarterly,268504,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2005.06,Quarterly,291373,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2005.09,Quarterly,282068,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
LASQ.SAEAAZ,2005.12,Quarterly,299010,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Actual,Employee Costs
